"Hostname: xiaomimi-solus"
"Phidget: 647540"
"Name: Example"
"Tag(s) or info: "
"Label: demo2"
"Poll rate: 0.2s"
"Program initialization: 2021-11-07 06:44:21"
"Scheduled to record until: 2021-11-07 06:49:00"
"chan0 to chan3: K-type thermocouples"
"chan4: internal temperature"

"time","chan0","chan1","chan2","chan3","chan4"
"2021-11-07 06:45:14.850731","23.5034","22.9392","23.0602","23.1212","24.7335"
"2021-11-07 06:45:15.051325","23.5034","22.921","23.0717","23.1124","24.7327"
"2021-11-07 06:45:15.251581","23.5148","22.9285","23.0595","23.0839","24.7335"
"2021-11-07 06:45:15.452128","23.5358","22.9267","23.087","23.126","24.7335"
"2021-11-07 06:45:15.652525","23.5346","22.9455","23.087","23.126","24.7342"
"2021-11-07 06:45:15.853070","23.5346","22.9455","23.0663","23.1078","24.7355"
"2021-11-07 06:45:16.053384","23.5102","22.928","23.0656","23.107","24.7347"
"2021-11-07 06:45:16.253968","23.53","22.9207","23.0787","23.1202","24.7332"
"2021-11-07 06:45:16.454347","23.5007","22.9232","23.0665","23.1202","24.7332"
"2021-11-07 06:45:16.655126","23.5129","22.9232","23.0665","23.0982","24.7332"
"2021-11-07 06:45:16.855811","23.5129","22.9282","23.069","23.1269","24.7326"
"2021-11-07 06:45:17.056485","23.5318","22.9276","23.0757","23.1196","24.7326"
"2021-11-07 06:45:17.257208","23.5287","22.9144","23.058","23.1043","24.7326"
"2021-11-07 06:45:17.457940","23.5116","22.9269","23.058","23.1043","24.7319"
"2021-11-07 06:45:17.658386","23.5026","22.9269","23.0653","23.097","24.7327"
"2021-11-07 06:45:17.858824","23.5026","22.9202","23.0628","23.1165","24.7319"
"2021-11-07 06:45:18.059253","23.5206","22.9236","23.0523","23.1181","24.7311"
"2021-11-07 06:45:18.259687","23.5052","22.9103","23.071","23.1271","24.7311"
"2021-11-07 06:45:18.460255","23.5034","22.9335","23.071","23.1271","24.7303"
"2021-11-07 06:45:18.660720","23.5034","22.9335","23.0644","23.1068","24.7295"
"2021-11-07 06:45:18.861180","23.4971","22.9387","23.0695","23.0987","24.7287"
"2021-11-07 06:45:19.061647","23.4873","22.877","23.0702","23.0946","24.7295"
"2021-11-07 06:45:19.262087","23.4946","22.887","23.0654","23.0946","24.7295"
"2021-11-07 06:45:19.462521","23.5026","22.887","23.0654","23.1093","24.7302"
"2021-11-07 06:45:19.662940","23.5026","22.9002","23.0605","23.102","24.7295"
"2021-11-07 06:45:19.863319","23.4849","22.9187","23.0621","23.0987","24.7287"
"2021-11-07 06:45:20.063693","23.4939","22.9187","23.0646","23.106","24.7287"
"2021-11-07 06:45:20.264252","23.51","22.9327","23.0646","23.106","24.7287"
"2021-11-07 06:45:20.464814","23.51","22.9327","23.066","23.1211","24.7316"
"2021-11-07 06:45:20.665273","23.4845","22.9141","23.0325","23.1203","24.7308"
"2021-11-07 06:45:20.865686","23.5032","22.9058","23.0496","23.0959","24.7308"
"2021-11-07 06:45:21.066269","23.4966","22.904","23.0576","23.0959","24.7308"
"2021-11-07 06:45:21.266523","23.4826","22.904","23.0576","23.1429","24.7315"
"2021-11-07 06:45:21.466903","23.4826","22.9322","23.068","23.107","24.7322"
"2021-11-07 06:45:21.667514","23.5021","22.9272","23.0607","23.1143","24.7322"
"2021-11-07 06:45:21.867941","23.5054","22.9105","23.0688","23.1005","24.7322"
"2021-11-07 06:45:22.068346","23.497","22.9194","23.0653","23.1005","24.733"
"2021-11-07 06:45:22.268543","23.5308","22.9194","23.0653","23.1165","24.7366"
"2021-11-07 06:45:22.469121","23.5308","22.9191","23.0635","23.105","24.7351"
"2021-11-07 06:45:22.669511","23.49","22.9147","23.068","23.1021","24.7372"
"2021-11-07 06:45:22.870044","23.4883","22.918","23.0737","23.1127","24.7372"
"2021-11-07 06:45:23.070547","23.4956","22.9055","23.0737","23.1127","24.738"
"2021-11-07 06:45:23.271113","23.4956","22.9055","23.0737","23.1151","24.738"
"2021-11-07 06:45:23.471390","23.4883","22.9049","23.0609","23.1365","24.7374"
"2021-11-07 06:45:23.671820","23.4975","22.9399","23.0706","23.1145","24.7374"
"2021-11-07 06:45:23.872265","23.4975","22.9224","23.0706","23.1145","24.7374"
"2021-11-07 06:45:24.072700","23.5056","22.9224","23.0706","23.0999","24.7382"
"2021-11-07 06:45:24.273110","23.5056","22.9157","23.0641","23.1373","24.7382"
"2021-11-07 06:45:24.473389","23.4714","22.9075","23.0561","23.1439","24.7375"
"2021-11-07 06:45:24.673787","23.5024","22.9325","23.0683","23.1195","24.7375"
"2021-11-07 06:45:24.874256","23.4968","22.9317","23.0683","23.1195","24.7375"
"2021-11-07 06:45:25.074765","23.4968","22.9317","23.0675","23.1002","24.7352"
"2021-11-07 06:45:25.275213","23.488","22.9027","23.0679","23.0874","24.7346"
"2021-11-07 06:45:25.475519","23.496","22.8959","23.0448","23.1009","24.7359"
"2021-11-07 06:45:25.676088","23.4903","22.9001","23.0562","23.1009","24.7359"
"2021-11-07 06:45:25.876505","23.4774","22.9068","23.0562","23.1172","24.7343"
"2021-11-07 06:45:26.076924","23.4774","22.9068","23.07","23.0962","24.7336"
"2021-11-07 06:45:26.277337","23.4889","22.9098","23.0559","23.1047","24.7323"
